code,pubDate,statDate,NRTurnRatio,NRTurnDays,INVTurnRatio,INVTurnDays,CATurnRatio,AssetTurnRatio
sz.000333,2024-10-31,2024-09-30,7.797632,34.625896,4.780278,56.481811,0.995937,0.608343
