code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sz.000333,2024-10-31,2024-09-30,0.638266,0.361734,0.255017,,0.188929,1.874396,0.188118
