code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz.300750,2025-07-31,2025-06-30,0.112522,3.052192,0.216328,0.941904,0.180928,0.833892,1.101209,0.197027
