code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.300750,2025-07-31,2025-06-30,0.112522,0.180928,0.250230,32365447000.000000,12.801242,178886253000.000000,4559310311.00,4252126694.00
